Modern Times,4,有些电影永远都有一个别名叫做——经典~~
Modern Times,5,靠，看了才知道，星爷有那么多东西是从这里学来的。
Modern Times,5,"惭愧死了，这才是我第一次真正看卓别林的电影。在放映之前我还想，为什么人们要叫他“大师”？不就是一个演员么。结果几秒以后，字幕上映，导演，编剧，主演，甚至音乐配乐都是卓别林创作的。我完全被震撼，真的是大师啊……

这是一部又辛酸又喜剧的片子，对当时的社会不论是在工业，政治，还是生活"
Modern Times,5,人的异化，极富前瞻性，即使放在今天看了依旧有着强烈的现实意义；卓别林是个极为矛盾的个体：一方面，他总是对社会那些最深入肌理的顽疾给予毫不留情的讽刺和抨击；另一方面，他也是个执拗的人性本善论者。
Modern Times,[],曾经有一段时间看了卓别林的一些电影，更加相信自己的论断：电影在不停的大踏步倒退！！
Modern Times,5,这是卓别林第一部有声片，他尽可能写一个对话剧本，尽可能尝试一次“声音”的实验，然而由于卓别林坚持一贯的“流浪汉”角色，“声音”似乎又与角色不协调。反观，声音又以一种独特的方式呈现，我们听到的机械设备（有声）对人的打压（无声）正符合了电影主题的象征。
Modern Times,4,开头工厂那段真是创意十足，后面就弱了点了
Modern Times,4,经济萧条，失业严重，穷人潦倒，贫富不均，企业主压榨，社会混乱，体制不合理
Modern Times,5,如果电影不曾有过卓别林，该会是一个多么无趣的世界。光前30分钟就让我几度笑岔了气。荒谬有理，喜谑至极！
Modern Times,5,世影史：本片是卓别林最后一部无声影片，片中喜剧手法和视觉手段都有着卓别林独特匠心的痕迹。而其主题则更为突出，围绕美国当年工业起步时期美国劳苦人民的生活悲剧展开了辛辣诙谐的讽刺，进而揭示出工人遭受资本家欺压，榨尽他们最后血汗的严酷现实。影片结尾则是常见的“黎明曙光”。
Modern Times,5,他是个天才。|他们两个坐在草地上遐想向往的生活的时候，神情是多么的美好啊~
Modern Times,5,当人不再是人，而是机器
Modern Times,5,永远的卓别林
Modern Times,2,喜剧效果全是靠刻意、巧合、愚笨来营造的，这挺low的，开头工厂一段挺有创意，后面谈恋爱的段落实在无聊的可以，返回工厂的部分也没什么新点子了。卓别林比同期的马克斯兄弟、基顿等没有什么过人之处，而且老在自己的电影里泡妞然后搞人家女演员也挺招人烦的，你打炮就打炮呗，次次搞得拍电影这么隆重
Modern Times,4,卓别林总带有纯真的浪漫。影片宛如他早年时代的缩影，尽管工作根本无法让人过上体面的生活，却依旧保持着乐观。就像结尾，你根本不知道明天会在哪儿，还是会跟着他走下去。
Modern Times,4,  那时的人们尽管贫穷，但很善良，不禁让人反思，物欲横流的今天，现在的人们又是怎样的呢？
Modern Times,5,"卓别林无疑是上个世纪最伟大的电影大师之一，他的作品深深的影响了一代又一代的人。
《摩登时代》是卓别林的代表作。"
Modern Times,4,卓别林系列儿时看得太多记不清谁是谁了……
Modern Times,5,这就是经典啊
Modern Times,5,大时代里的小人物，可悲可叹可怜。夸张的表演，展现那个时代中苦不堪言的资本主义国家的底层阶段，从笑声中看到当时社会现实，结局时主角相依微笑走向远方却又给观众留下希望。无论是表演力还是影片所传达的思想均足以让百年后的今天羞愧
Modern Times,4,有些电影永远都有一个别名叫做——经典~~
Modern Times,5,靠，看了才知道，星爷有那么多东西是从这里学来的。
Modern Times,5,"惭愧死了，这才是我第一次真正看卓别林的电影。在放映之前我还想，为什么人们要叫他“大师”？不就是一个演员么。结果几秒以后，字幕上映，导演，编剧，主演，甚至音乐配乐都是卓别林创作的。我完全被震撼，真的是大师啊……

这是一部又辛酸又喜剧的片子，对当时的社会不论是在工业，政治，还是生活"
Modern Times,5,人的异化，极富前瞻性，即使放在今天看了依旧有着强烈的现实意义；卓别林是个极为矛盾的个体：一方面，他总是对社会那些最深入肌理的顽疾给予毫不留情的讽刺和抨击；另一方面，他也是个执拗的人性本善论者。
Modern Times,[],曾经有一段时间看了卓别林的一些电影，更加相信自己的论断：电影在不停的大踏步倒退！！
Modern Times,5,这是卓别林第一部有声片，他尽可能写一个对话剧本，尽可能尝试一次“声音”的实验，然而由于卓别林坚持一贯的“流浪汉”角色，“声音”似乎又与角色不协调。反观，声音又以一种独特的方式呈现，我们听到的机械设备（有声）对人的打压（无声）正符合了电影主题的象征。
Modern Times,4,开头工厂那段真是创意十足，后面就弱了点了
Modern Times,4,经济萧条，失业严重，穷人潦倒，贫富不均，企业主压榨，社会混乱，体制不合理
Modern Times,5,如果电影不曾有过卓别林，该会是一个多么无趣的世界。光前30分钟就让我几度笑岔了气。荒谬有理，喜谑至极！
Modern Times,5,世影史：本片是卓别林最后一部无声影片，片中喜剧手法和视觉手段都有着卓别林独特匠心的痕迹。而其主题则更为突出，围绕美国当年工业起步时期美国劳苦人民的生活悲剧展开了辛辣诙谐的讽刺，进而揭示出工人遭受资本家欺压，榨尽他们最后血汗的严酷现实。影片结尾则是常见的“黎明曙光”。
Modern Times,5,他是个天才。|他们两个坐在草地上遐想向往的生活的时候，神情是多么的美好啊~
Modern Times,5,当人不再是人，而是机器
Modern Times,5,永远的卓别林
Modern Times,2,喜剧效果全是靠刻意、巧合、愚笨来营造的，这挺low的，开头工厂一段挺有创意，后面谈恋爱的段落实在无聊的可以，返回工厂的部分也没什么新点子了。卓别林比同期的马克斯兄弟、基顿等没有什么过人之处，而且老在自己的电影里泡妞然后搞人家女演员也挺招人烦的，你打炮就打炮呗，次次搞得拍电影这么隆重
Modern Times,4,卓别林总带有纯真的浪漫。影片宛如他早年时代的缩影，尽管工作根本无法让人过上体面的生活，却依旧保持着乐观。就像结尾，你根本不知道明天会在哪儿，还是会跟着他走下去。
Modern Times,4,  那时的人们尽管贫穷，但很善良，不禁让人反思，物欲横流的今天，现在的人们又是怎样的呢？
Modern Times,5,"卓别林无疑是上个世纪最伟大的电影大师之一，他的作品深深的影响了一代又一代的人。
《摩登时代》是卓别林的代表作。"
Modern Times,4,卓别林系列儿时看得太多记不清谁是谁了……
Modern Times,5,这就是经典啊
Modern Times,5,大时代里的小人物，可悲可叹可怜。夸张的表演，展现那个时代中苦不堪言的资本主义国家的底层阶段，从笑声中看到当时社会现实，结局时主角相依微笑走向远方却又给观众留下希望。无论是表演力还是影片所传达的思想均足以让百年后的今天羞愧
Modern Times,5,经典之所以经典，是因为每次回忆起这部影片的时候内心总有那么一些温情和感动
Modern Times,4,小人物悲喜 卓别林不愧为大师
Modern Times,5,卓别林，默片的代表人物，经典中的经典。
Modern Times,5,默片时代的代表影片，可以说，如果没有这部影片绝大多数人不知道电影曾经经历过默片时代。查理·卓别林是电影史上的一位巨人。
Modern Times,5,经典啊 搞笑又心酸
Modern Times,5,流浪汉的谢幕，卓别林默片的终章。对工业时代的反思、对工人阶级的关怀、以及艰难生活里的美好希望和不懈坚持。好笑、浪漫、带一缕心酸，看完觉得心是暖的。经典/精彩的段落很多：流水线、监狱误吸毒、百货公司里溜冰、餐厅里怎么也端不上去的烤鸭，当然还有最后的song of nonsense。
Modern Times,5,卓别林真不愧是大师，把殘酷的現實用喜劇方式表達，笑中有淚。
Modern Times,5,失业时日子那么难熬，工作时又避免不了被异化
Modern Times,4,http://58.251.57.206/down?cid=523452693ED265F9DE29558B4CFC1960C895B24A
Modern Times,5,节奏紧凑反转多 工厂齿轮监狱打斗大船下水百货店轮滑 笑点太多了! 还有一段歌舞 看得好开心! 片尾虽然暂且没有像样的房子但前路上希望未失 太温馨太治愈了! 仔细想我们生活的年代和我们所能想象的摩登时代 又和这里对工业社会的描绘有多大区别呢 Charles Chaplin is a true visionary!
Modern Times,4,卓别林真的是好有才啊。很好的喜剧默片。只是我一直以来都不会特别喜爱教科书电影，顶多膜拜下。
Modern Times,5,你知道他長相滑稽，沒什麼本領，而且一定會闖禍，他太小隻了，讓人忍不住懸著心吊著膽，在看他熱鬧荒誕的人生，又為他牽掛。卓別林的喜劇，能讓人發自內心的笑出來，但他只不過實在把殘酷的現實用喜劇方式表達而已，所以當你想到這些活蹦亂跳的小人物是真實存在的，笑中有淚。
Modern Times,[],"卓別靈將鏡頭貼近時代,一群小羊走進城市裡,在這裡成為機械裡的一部份。兩口子待過機械化的工廠,街頭,監獄,百貨公司,工廠,餐廳..~在這個現代化的城市裡,好像容不下他們兩口子,但保持著真誠的心(微笑)和希望,還有所愛的人在身邊,天底下總有他們能夠生活的居所"
Modern Times,3,快一个世纪的电影，倒是却不衰落！
Modern Times,4,tomorrow is a new day! 看到卓别林充满喜感的笑容，生活还是充满希望，大时代，小人物，永不放弃
Modern Times,5,简直被这片子迷住了，小时候看过很多卓别林的电影，现在重新找出来看真让人有种笑中带泪的感觉。片子开头自动喂工人吃食物的机器简直太天才了！卓别林不仅是喜剧演员还是前瞻大师发明家啊。卓别林对生活，爱情，工业时代的观点全部写在电影里了。
Modern Times,5,我很难相信电影史上居然有如此牛逼的艺术家
Modern Times,5,《摩登时代》、《淘金记》、《大独裁者》、《寻子遇仙记》、《城市之光》，卓别林主要的几部电影都看过了，话说宝莲·高黛长得好有现代感，用今天的眼光来看依然是个大美女！
Modern Times,4,開口跪系列。我以為卓氏都是默片來的……大師在方方面面，但總體上是沒那麼通順連貫的一個個小段子拼接哇。
Modern Times,4,机器时代下个体的异化，或者说，物质时代下个体性的消解，关于异化的题目，我们可以在后现代的文艺创作中比比而见，思想家和大师们总能预见到人类即将面对的困境，卓别林同样前瞻地呈现了文明时代人的尴尬处境和永恒话题。但卓氏的故事总会给你一个希望，尽管这希望在那绝望处境中飘摇不定，随时可灭。
Modern Times,5,人的机器化，精神压力，锒铛入狱，家庭，罢工，不知道当时会有多少人从这部影片中找到了自己的影子，又会有多少人从卓别林最后一抹笑容中找到一些生存下去的希望。卓别林有声荧幕歌舞处女秀印象深刻。
Modern Times,5,卓别林总让人想起麦当劳叔叔，于是大半夜的死命想吃炸鸡……
Modern Times,5,原来默片就是把对白都用文字的方式一页页翻过>< 的确时隔七八十年再看，这部并没太多时间感的存在，摩登时代使我们的时代，最好的时代和最坏的时代。现在才知道编剧导演音乐表演全都是卓别林一个人== 他真的太牛逼了...
Modern Times,5,无情地揶揄了整个工业时代和大萧条，事实上整个美国社会的方方面面都被卓别林残酷地讽刺了一番。最后十分钟的表演可以看做卓别林经典影像的浓缩，最后字幕上的几句话让人联想到他们用血肉之躯在钢筋混凝土社会艰难挣扎的悲壮。
Modern Times,5,餐馆唱歌那段还不错诶！虽然看的时候心想说他怎么老是惹是生非不好好工作，但这么演目的大概就是让人看到最后还是觉得蛮励志的吧。。
Modern Times,4,Charles Chaplin的作品在其喜劇形式背後還是有其對於社會、對於夢想的思考，有其嬉笑的荒誕和其真實的反思，而本片作為以夾雜有聲為表現的默片，對於聲音的恰當運用頗有言外之意。不過話說回來，難怪他在麥卡錫主義時期受到迫害，看過本片怎麼有人會不認為他是一個共產主義者呢？
Modern Times,4,其实四星给的都是工厂的景 这部片儿感觉卓别林晚期 有声电影对他自己思想的冲击还是很大的 小品段落上的天才想法确实也稍稍匮乏了 还有一星给的是结尾 所谓悲剧比喜剧更有感染力的论断 在这片儿上就被事实的教育了
Modern Times,4,2008.7.18 真是好，摸透观众的心理，笑中又带着感动。
Modern Times,5,"简体中文名: 摩登时代

导演: 查里 卓别林 (Charles Chaplin)

上映年度: 1936
制片国家/地区: 美国

imdb链接: tt0027977

"
Modern Times,4,无论社会发展到什么程度，都会伴随有不同矛盾的产生。
Modern Times,3,卓别林！！！
Modern Times,5,我很难接受黑白电影，所以都没看过，但是卓别林例外，他的演技惊艳，故事内涵深刻，讽刺意味浓厚，真的很不错
Modern Times,5,好好笑啊，黑白片都有这种表现力，想想看阿凡达那特效，差距啊！！影片还是要有内涵的
Modern Times,5,1936年的电影，用现在的眼光来看太过简单。可以有千万种形式表达对工业社会的批判，但卓别林只有一个。他始终在演他自己，尤其是最后的那句话。以及背对镜头，夕阳西下。
Modern Times,5,"開篇的「科幻」工廠（當時還沒有監視器）劃時代，中段的監獄與舞池笑料十足嘲諷社會化，而我最中意的是卓別林電影裡最酷的女主角那一雙野性的眼睛以及最後Smile樂音下反拍的「向前行」背影……""Buck up - Never say die. We'll get along!"""
Modern Times,4,卓别林的电影是一面镜子，在得意的笑料后，原是生活的骸骨。也只有看镜子的人才知道，欢乐和悲哀原来都是同一服嘴脸。
Modern Times,5,超级可爱的片儿。记得是在robin屋里点着薰衣草蜡烛看的，他跟我看了下半部。那边厢他们统计系的人在厨房里开par。
Modern Times,4,记不太清了，就这样评好了，反正不会差。
Modern Times,5,老婆，超级经典啊啊啊啊啊！！！！！嗯，可喜欢卓别林了，小时候都是学他走路嘿嘿，嗯，还有就是那时候没有互联网啊，所以每次电视上演他的电影的时候都特别的激动，呼呼，老婆，以后我给你表演卓别林吧，在家里，给你跳米饭舞，脱衣舞，卓别林，扮演小动物等等啦嘿嘿，老婆，我就是喜欢你开心的样子…
Modern Times,3,又是外語影視欣賞，還被Sunny說：“你看了？那你怎麼不說？喔，誰讓你沒問我，是吧？”
Modern Times,5,不会觉得这是一部经典电影，因为无论什么时候看它，都会觉得它那么时尚，仿佛就在诉说着我们身边的故事…………
